sensor_1,sensor_2,sensor_3
25.168317685517984,106.80907862626238,25.03014648369638
24.992652051188287,104.89274275851473,24.112308986519814
25.771575925046765,103.60674790026466,25.872957038176374
25.67935055192386,104.66627903714019,28.68517690659908
25.730070051619084,105.50602583813816,27.734562721691827
26.41339165065701,105.30981499797971,22.902769161127697
24.490956554700816,105.14520181896938,25.9485679195659
25.637535405810553,105.98726970595325,24.71527050576324
25.476891295444382,104.28816601147267,28.552435433665337
24.567180323596205,105.53170429121195,24.092668578300486
26.04198831409054,105.56705056237719,22.817604687437182
25.527503592692547,105.31812317574229,27.30813485585356
26.917231295554554,104.85019988965377,29.95699261780537
25.535794543430633,106.46394652559985,23.941235299421827
26.188698549528155,105.47649739334292,28.363422905152333
26.59461609610347,103.13536776987478,26.451492353508225
25.156129292518816,106.26152813819077,25.15450829702047
26.47802163957616,105.82106614862616,29.770702599830635
26.680937874867904,105.99442998360765,25.610819576398622
25.699249944914232,102.96501239681052,24.030589443946194
26.5020240120412,103.79311310911892,23.355161719600893
25.429496146414795,106.14695474636066,24.75620220590122
25.864545324637024,103.74504222905752,26.17600791274543
27.180362186991314,104.39512888159868,
27.1096575382505,104.85218863408083,23.554718929667853
27.98069463182396,106.22743508319424,25.43600111960864
25.838426812642552,105.88350156903344,25.07762343424921
25.23319129929001,103.16470538512087,20.48838379778392
26.1695666319647,105.04352633382629,26.85461625424356
26.961042912766356,103.07941597545886,22.766806005607123
25.339165339718413,106.13692948167956,24.394218261406824
25.492499351346545,103.39591323313131,26.56409567596597
26.150585116723118,102.62813761553925,23.16103757317717
26.042998934882647,,28.282187614750196
25.168777166083004,104.00862497909723,27.16155244773344
26.175603486653714,103.60805151293897,25.389691783622094
26.02782483925788,103.97360347651892,22.810258629259412
27.193151022766376,102.5147452078912,24.614781566296326
27.565886991975628,103.45963702388075,25.792678301888603
25.749275570717007,106.2797146153375,24.08116177155443
27.33941753973364,103.49100741068422,29.666360186039018
26.812073662213514,106.21586760573632,23.998094879501288
26.811140394177226,104.04445029639578,22.400264902340183
26.66408117202202,103.63969045639,28.51424567956498
27.18941890159192,103.21455811993309,24.186657677066176
27.894807461453286,103.80681340401915,26.178401743894252
27.167583690965373,103.15622075424636,28.12803511382233
27.468374084712767,106.67842191968423,26.18703819567232
26.65842342646092,102.13196660673218,24.901369697492527
27.87787893083132,103.92468274122311,24.169029749862453
27.656454914681074,103.85071496086549,29.664822749934313
,105.42228829634637,25.621156538328947
27.71205096788335,100.46120125708582,27.340103209827152
28.020393361077645,104.24563774735697,27.240410734621744
28.88533816603955,103.61249949043855,30.571467850184927
28.329717760317102,105.70469918328685,28.303543752826652
27.913377821397496,103.58920833877096,23.261417724876644
27.55215132379375,103.13796982637626,24.16326828847029
27.792215224672866,105.57948707345338,29.045904502249122
27.272643461660778,104.3993861402203,26.82744500283553
28.56491346375212,103.38378125928445,28.672074867190087
27.880364827053942,105.44055330831854,23.90502422389512
27.449883177785303,103.87990619903286,25.3482848685858
28.02900603893551,101.90280456854492,23.342594011257617
27.495797575108796,103.097645575172,28.29215202250581
,103.10959658257869,23.5582623188893
28.927027921183193,102.25369344517078,28.63289971137135
28.63473826778631,103.65242840848012,32.9840502632333
26.595766030019767,104.0399883707412,26.00766252599094
27.73493433603286,104.21356026834644,27.763564329152835
28.610366271644065,102.21283973814087,28.420108268202117
28.088425955958105,102.6080518088388,24.519266285632185
28.063455451209894,103.15306277114854,26.383477574581732
27.97015108514455,102.1327189285207,28.49586278103134
27.86381457287091,101.79256442357025,26.571378933486244
27.570990970364303,102.87382197172454,28.815447266842238
29.47305432392878,103.36995361976616,30.62028622180899
29.044634232019487,105.1111492907639,23.109106246917563
28.736157034211015,103.79212252803293,31.4116882836571
28.19522017550382,102.90492551835632,26.266534147242776
28.983408912003696,103.44299422592162,27.826298897725096
28.92604331733089,102.08922260294118,26.80866167534702
27.93188876087845,103.17844023113545,24.66621026260693
28.58103402763728,104.50584431086763,26.56465655038546
29.11367142943601,102.53243023729298,25.6407331737582
30.397212921634843,100.61251680308355,32.39308779895324
28.42338418641307,103.48057474276837,26.090769161094098
28.80371377497367,103.32713559570615,27.72452746858394
29.723925521856234,104.95500043175478,28.769264814075672
28.621788926056077,101.57687918471005,28.885286959668633
29.35851883183132,,29.212987551250993
29.24765578635305,101.44835905821031,32.41244563311671
28.203029559094926,104.04203720970027,26.610946383511678
29.52012016092366,104.13870347930607,25.73118984420515
29.23582776478708,103.19897741552202,27.918923305807333
28.557895139895997,102.83248031098233,31.61968977293237
28.653554648370484,103.50469575979669,27.131426050117355
