sensor_1,sensor_2,sensor_3
102.48357076505616,52.97446517507686,193.95554476524546
99.6086651610774,54.613666467267784,199.91585400315677
103.83833603236981,52.711633240505726,200.3946312262246
108.51478934683456,54.20113623747301,203.71107278883008
100.02838006607504,49.47477735930954,190.96866791802668
100.32764938172238,55.82059727993344,204.8184886420325
109.69318615042616,55.203949315292874,181.87339909870084
105.9326047922069,52.76323941720268,196.52830938315574
100.0458101364677,57.201010231450034,197.65263947502132
105.40309595218807,58.03939285850771,205.6365501899602
100.66960484388831,50.402105138466766,201.49399191562205
100.95364746295739,52.9294634070788,191.62851228489856
104.78683762210153,52.897877920652526,194.70390043215357
94.30440429563255,52.368146362181825,203.12048882480812
95.53896732307598,57.6537892917874,201.306568568874
101.64376442040853,54.55643439313345,197.93587423734752
99.68151000448906,54.31204132171722,198.7529585641964
106.60610758438452,49.05688824729813,207.12032953702297
100.78262195514483,56.93293216517607,198.75092787168353
98.54768618745337,51.262520850696994,201.8849809859746
113.22242726769427,55.10923419468373,217.81719889839695
105.04872302816302,55.706341750297014,192.78702464173261
106.79703567409962,58.89671262663617,189.91415965867574
99.61574013858791,50.824674441244284,208.48549579063445
104.29587813278891,45.624997079273356,198.37218825189902
107.84886833459136,55.163609854676366,201.0163194278318
101.81383349132584,59.93838716092732,197.89610973395222
109.7198500082595,58.17488890017164,201.66471461111428
105.1086685296148,55.004771243169515,214.79104191930415
106.92177061895237,52.81532146591831,209.33294180640684
105.63789167280336,56.62287931925263,209.8691424081046
118.17174252791774,51.189153035199496,194.03425152605848
109.10446828993425,55.444301097770044,196.00271607048884
104.14261387495483,55.43439108462777,184.29884176060503
113.80065480070064,56.99884340192136,198.61693651955335
103.8379586225218,61.995073515615026,211.08830538376264
111.2381646947385,54.78903667391967,208.1173218969918
100.64452849688257,51.97858035651759,203.05391082300298
104.04828420661336,53.32059151614865,204.55266530455282
111.91710037134973,47.980266428455586,199.98925076527703
114.86589380897227,51.09204847324777,206.34582537719496
112.2682997032188,51.8357275211629,210.37306920704205
111.0681897877674,51.377570520697425,193.7984295890522
110.37290715100633,53.29221703512477,207.30315829806324
104.71477883715256,50.252448116420155,211.8268915790077
108.73404805430128,55.96677801031193,202.48656852044232
110.25282234556472,52.48789234979726,210.38776276284705
118.06119213514573,52.34274727853568,225.27415758481195
114.71000713085229,51.2703182389548,204.9279905471226
104.38977292810604,52.60309079116109,208.49641465860265
115.03512969505294,54.49667705393103,200.65976887204803
111.69566881741204,49.30438688138967,207.17582443860718
110.4394322709036,49.81653906636137,209.20782737585063
117.0819362676542,50.76572038182353,207.42661152151805
119.37457568132925,47.52637675611493,198.99953448114948
119.06847419619534,48.99456912274134,207.65448657055288
110.40491680565185,49.913474964586555,216.5157129345163
113.24027308190276,53.856719707820666,209.48898295662576
116.62434824473549,51.91444662000439,213.14840797677516
120.023785759692,51.60271291573342,204.81912292987022
112.9245196704458,53.471959703768206,211.78893215316694
114.56269867987159,50.40678480050993,208.55361493101464
110.12616512446525,51.89240783422599,199.99913198181315
109.8398702955018,50.31610421820322,208.9395506780044
120.04278771486325,51.32941715865722,199.82002565638027
122.91678199702605,48.69557746328655,202.38131419553775
115.92710039328098,43.04104293889398,208.18389681007852
121.45250990641331,49.871567052702055,208.983953889091
118.38682614959133,54.46297608498063,198.62075937599903
113.49293653069797,52.897266100325666,214.36290209898962
118.66147532742667,52.94240175502413,211.02610872022177
124.67670046084703,53.686028064224736,202.12345290647312
116.9354532863671,50.17900419517809,196.32534631212386
125.06190191318647,50.44447032044754,206.10337367922136
104.26008292492769,47.94327831586088,204.02272119651818
121.58446238791666,48.79606335418418,207.9602657097922
118.02233678094669,51.54409367744866,204.64773384031673
116.20022155372546,53.265490556465124,193.15591237570646
118.25822108497718,49.19721740611226,204.50551362593055
107.96173189198294,48.23146747910182,205.0976925131027
116.89737659122748,49.55495103550458,211.6829708675353
119.87346029226396,51.33325953670204,202.3674782505596
125.56553403689932,45.179369130464714,219.0103279769225
115.66888880779713,42.60878349898573,193.88003041958953
114.29796400751482,47.83727774818196,216.43875877412677
115.907862886602,45.823547041068444,205.68657237636597
123.06590824855738,47.96335294197563,213.26724947496012
120.20094733665395,49.05186821779963,207.79923229687387
115.97274215254097,48.14829329910052,215.20507916373168
121.24830323364723,53.88370549097844,204.50131333670146
119.22386405552216,50.530271810804734,199.5042357682556
123.634316241469,50.48069467433974,217.11690279215532
115.32956449213772,51.48064962633462,206.35485267909004
117.2464020978003,46.23782489529129,208.67300992026483
116.96522117705516,52.81750590221908,215.73527560111438
111.64542613621356,49.524278823376584,199.83525511345323
120.47705612217612,51.81996797274987,211.19131612700286
120.33142650112146,46.65545442852969,202.85455404700858
119.077682491094,45.27778151719624,206.0165604603163
117.90144388594237,52.466270124530766,207.40261068355193
112.01612055800476,51.22085855473715,196.3469931154533
117.00470530139947,47.46995737887398,201.3455448015545
117.40571392689995,47.657019793278614,216.20073615062236
115.11568716205164,53.737580989267315,212.88934460330793
118.32490123674513,46.89362886743032,206.18726354948097
121.15234795056143,55.49573542331391,208.26428900865105
128.5603343215814,47.976908432569175,204.43635796374426
119.99619338052565,52.71013471017995,215.92271362225435
120.40158656140065,49.93035249108231,204.95167785127092
118.7288098973829,52.852000726474216,207.90149653741187
109.4911079617007,49.541223778976246,214.22220801099496
118.93308534511478,50.82112112323107,200.6767305457951
119.34431030054932,51.57290265435781,216.94512833710084
131.3337371826277,48.58883857048251,195.2325874161712
118.02700225790362,53.967634476688296,217.2624671628707
120.46478883343526,50.35967510181902,203.1523420533133
118.7487555917763,51.37194855787195,203.9652255741976
113.04125774259361,49.23729035517377,192.33404151080185
124.55822173027686,44.699960261558076,202.2774999020568
122.56041499900323,51.98440372408015,198.07632643959883
122.70979154072674,59.96962816052069,200.99232131528302
114.1588747388183,55.26352066040256,204.1725128355764
125.6683215380242,53.03334144902771,211.72305161006645
111.59105098599751,52.487207779708854,206.35353850999857
121.47802804705847,53.53122879556181,206.93284818903882
129.43699957008945,55.29617921860252,196.98627269066884
113.47062486958737,50.306257447369966,198.3624358359538
115.52807365647317,57.38825841656996,216.98861452670002
118.79181118970946,56.390595266239,199.11798621408383
115.70797080497522,56.60056131672393,215.72174525105711
110.40169656288398,55.96521063161649,202.28780454376653
118.42543129814852,54.91446826971736,203.863257410005
112.69670758125596,57.08191935800836,211.1948830224945
120.29987480247937,57.04820265155057,212.45774826888183
113.2566252742497,54.421592842424346,202.62809102004627
125.523470827426,53.9752156841554,200.53247283919222
113.77587523503898,56.215066895575326,202.7022590123027
115.99854020795614,60.77102482626195,205.30008106024803
121.59157648109891,52.62191613836303,209.01134484217954
111.28332187084166,52.15255757352035,202.63684994624612
118.4871811745797,57.265750600016645,206.7716654885473
123.79649341358267,57.1407197882536,213.73741648116768
109.1329973402622,57.72473910171082,204.7647375597383
118.00202855082739,58.153114790002235,204.10106619648317
118.28560746785323,56.96788815329282,191.10831997795486
120.80160765102637,62.322838893468514,183.14407812650256
110.61308256786076,53.265620088560674,204.09362701651742
110.10001678179631,55.797070772772145,200.524370880767
119.21567050702683,58.18599130589728,197.39516293044355
117.9938265158405,53.77816549863431,202.51123415287458
117.66366433232805,58.390747714019916,200.18898048255042
118.04517359779116,64.11172466460052,208.30897841041812
112.81405625527357,59.39722446337666,200.81745294485282
117.27629000340771,60.23199143072095,194.78384868129874
117.48089954079255,55.96261845120068,206.73860973000887
112.34404953420106,58.09498264066837,198.08018796627442
125.14478231298473,59.01699421553007,203.07607275073684
118.08509113372381,59.385351928549746,195.83622902355057
109.65941944465622,64.37657772524527,194.41470827960586
118.79878899811679,62.39494486307118,199.33569858034264
110.5428502145876,57.57464357848475,198.61700589828067
119.2521526840036,61.83244561065213,201.66436743021865
121.01049195758594,62.76812962520353,196.2011479664232
111.01527984932326,64.87091885457701,185.00098644678062
119.83722197350934,66.3654343067394,194.5977009070169
116.98644769325,58.7480662959727,202.95326726899862
118.93567655156384,59.52637627247425,195.08216282914904
124.21288318392304,58.34775004175807,195.20423760054265
113.40630861611184,61.5757698152303,203.5965832496088
110.7697659712436,63.8299419895534,191.46909369831278
109.99701683160407,65.54148511377697,185.41220708989863
110.27270187194156,62.49571085326823,194.84433272924093
113.87450832877381,61.9034668507314,192.33448475621856
115.8752162830535,63.452992654973364,188.71299460917038
115.46360211444275,60.62216887981653,194.00018474977847
118.12808396828392,69.52117355889575,198.41762169228682
113.97059987394475,58.549531743222325,194.65947842464794
121.08816120636929,64.04161389040736,196.61898525264877
112.41365881236605,69.66793595968447,206.9078298031093
127.25586613811228,63.72202344795113,191.55595678038952
116.70313230587651,63.230734328247344,195.64499317852233
109.2105530696286,62.822408898327424,189.87085079293283
108.065265048341,63.442081303205185,187.24800253811316
115.75738834704748,68.1848876162425,188.8137652110065
112.15499299981352,57.50838020528691,189.29086658568056
116.77164106137553,68.81639800335846,194.8910625110984
115.49927765217485,60.01083902776565,208.54935357100592
112.70258259571193,63.54383125068153,186.82318449207156
108.76864943237054,63.111584590904464,188.6473900777844
105.36659163849303,66.21495299122924,190.8488371117287
110.6488463302377,59.69934120049186,193.78691284738466
117.10645574082443,65.91910527095682,192.58553067766456
113.84048130011193,70.63885346365151,199.4524709508963
106.489441405391,60.50422271797808,173.20099278831194
113.5347953058203,65.18519083144817,173.19801698936374
114.54892530680445,62.64699159525029,186.1550602398694
108.15924993168628,65.92204056277406,197.02592356514452
